selfies,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre
[O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][Cl],"2,3,4-Trichlorophenol",-3.705,1,197.448,1,1,0,20.23,-2.67
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],Anisole,-2.3680000000000003,1,108.13999999999996,0,1,1,9.23,-1.85
[C][C][O][P][=Branch1][C][=S][Branch1][Ring1][C][C][O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl],Trichloronate,-5.225,1,333.60400000000004,0,1,5,18.46,-5.752000000000001
[C][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],4-Ethyltoluene,-3.3280000000000003,1,120.19499999999996,0,1,1,0.0,-3.11
[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2],"1,2,3,5-Tetrachlorobenzene",-4.621,1,215.894,0,1,0,0.0,-4.63
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][O],o-Aminophenol,-1.465,1,109.128,2,1,0,46.25,-0.72
[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][C],Propoxur,-2.4090000000000003,1,209.245,1,1,3,47.56,-2.05
[N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],p-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.66
[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],t-Butylbenzene ,-3.554,1,134.22199999999998,0,1,0,0.0,-3.66
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],2-Chlorotoluene,-3.297,1,126.586,0,1,0,0.0,-3.52
[Br][C][=C][C][=C][C][=C][Ring1][=Branch1],Bromobenzene,-3.345,1,157.01,0,1,0,0.0,-2.55
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][N][=C][Branch1][Ring1][C][#N][C][=C][C][=C][C][=C][Ring1][=Branch1],Phoxim,-4.557,1,298.304,0,1,7,63.84,-4.862
[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],Ethyl-p-hydroxybenzoate ,-2.761,1,166.176,1,1,2,46.53,-2.35
[F][C][=C][C][=C][C][=C][Ring1][=Branch1],Fluorobenzene,-2.514,1,96.10399999999998,0,1,0,0.0,-1.8
[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][=Branch2][C],Pentamethylbenzene,-3.993,1,148.249,0,1,0,0.0,-4.0
[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],Methyl benzoate ,-2.462,1,136.14999999999998,0,1,1,26.3,-1.85
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][S][C][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],Carbophenthion,-5.827999999999999,1,342.875,0,1,8,18.46,-5.736000000000001
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],Diuron,-3.301,1,233.098,1,1,1,32.34,-3.8
[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][Branch2][N][=C][N][Branch1][C][C][C][=C][Ring1][O],Formetanate,-1.846,1,221.26,1,1,3,53.93,-2.34
[O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],2-Chlorophenol,-2.553,1,128.558,1,1,0,20.23,-1.06
[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],Phenetole,-2.66,1,122.16699999999996,0,1,2,9.23,-2.33
[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],ethyl cinnamate,-3.0980000000000003,1,176.215,0,1,3,26.3,-3.0
[C][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][C][=C][C][=C][Branch1][Ring1][S][C][C][Branch1][C][C][=C][Ring1][=Branch2],Fenthion,-4.265,1,278.335,0,1,5,27.69,-4.57
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N],p-Toluenesulfonamide ,-1.815,1,171.22099999999998,1,1,1,60.16,-1.74
[C][C][Branch2][Ring1][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][#C],Chlorbufam,-3.629,1,223.659,1,1,2,38.33,-2.617
[N][C][=Branch1][C][=S][N][C][=C][C][=C][C][=C][Ring1][=Branch1],Phenylthiourea,-1.7009999999999998,1,152.22199999999998,2,1,1,38.05,-1.77
[O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],4-Chlorophenol ,-2.761,1,128.558,1,1,0,20.23,-0.7
[C][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1],m-Methylaniline,-1.954,1,107.156,1,1,0,26.02,-0.85
[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],Benzocaine,-2.383,1,165.19199999999998,1,1,2,52.32,-2.616
[Cl][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],"1,2,4-Trichlorobenzene",-4.083,1,181.449,0,1,0,0.0,-3.59
[O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],"1,2-Benzenediol",-1.635,1,110.11199999999998,2,1,0,40.46,0.62
[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2],"1,2,4-Trimethylbenzene",-3.343,1,120.195,0,1,0,0.0,-3.31
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][Br],2-Bromotoluene,-3.667,1,171.03699999999998,0,1,0,0.0,-2.23
[O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl],"2,4,5-Trichlorophenol ",-3.78,1,197.448,1,1,0,20.23,-2.21
[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],N-Ethylaniline,-2.389,1,121.18299999999996,1,1,2,12.03,-1.7
[N][N][C][=C][C][=C][C][=C][Ring1][=Branch1],Phenylhydrazine,-1.866,1,108.14399999999998,2,1,1,38.05,0.07
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],Monuron,-2.6710000000000003,1,198.653,1,1,1,32.34,-2.89
[Br][C][=C][C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Ring1][Branch2][Br],"1,2,4,5-Tetrabromobenzene",-6.001,1,393.698,0,1,0,0.0,-6.98
[C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],4-Chloroanisole,-3.057,1,142.585,0,1,1,9.23,-2.78
[O][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][Cl],"2,3,6-Trichlorophenol",-3.572,1,197.448,1,1,0,20.23,-2.64
[Br][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1],"1,3-Dibromobenzene",-4.298,1,235.906,0,1,0,0.0,-3.54
[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],Acetanilide,-1.857,1,135.16599999999997,1,1,1,29.1,-1.33
[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],o-Hydroxybenzamide,-1.942,1,137.13799999999998,2,1,1,63.32000000000001,-1.82
[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],Acetophenone,-2.0780000000000003,1,120.15099999999995,0,1,1,17.07,-1.28
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],2-Ethyltoluene,-3.2960000000000003,1,120.19499999999996,0,1,1,0.0,-3.21
[C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],Risocaine,-2.709,1,179.21899999999997,1,1,3,52.32,-2.452
[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][Branch1][C][N][=Branch1][C][=O][=O],Sulfanilamide,-0.954,1,172.20899999999995,2,1,1,86.18,-1.34
[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],Ethyl benzoate ,-2.775,1,150.177,0,1,2,26.3,-2.32
[C][C][O][P][=Branch1][C][=S][Branch1][#Branch1][N][C][Branch1][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C],Isofenphos,-4.538,1,345.4010000000002,1,1,8,56.790000000000006,-4.194
[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl],"1,2,3-Trichlorobenzene",-4.008,1,181.449,0,1,0,0.0,-4.0
[C][C][O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][N][=O][C][=C][Ring1][#Branch2],Dulcin,-2.167,1,180.207,2,1,3,64.35,-2.17
[C][O][C][=C][C][=C][Branch1][Ring2][C][=C][C][C][=C][Ring1][=Branch2],Anethole,-3.254,1,148.20499999999998,0,1,2,9.23,-3.13
[C][O][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],Monolinuron,-2.948,1,214.652,1,1,2,41.57,-2.57
[C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],4-Bromotoluene,-3.667,1,171.03700000000003,0,1,0,0.0,-3.19
[C][C][=C][C][Branch1][C][C][=C][Branch1][C][O][C][Branch1][C][C][=C][Ring1][=Branch2],"2,4,6-Trimethylphenol",-2.9410000000000003,1,136.194,1,1,0,20.23,-2.05
[C][=C][C][=C][C][=C][Ring1][=Branch1],Benzene ,-2.418,2,78.11399999999999,0,1,0,0.0,-1.64
[Cl][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1],p-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-4.03
[C][C][Branch1][C][C][C][=C][C][=C][Branch1][O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring1][N],Isoproturon,-2.867,1,206.289,1,1,2,32.34,-3.536
[C][O][C][=C][C][=C][Branch1][O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring1][N][Cl],Metoxuron,-2.6830000000000003,1,228.679,1,1,2,41.57,-2.564
[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],Styrene,-2.85,1,104.15199999999996,0,1,1,0.0,-2.82
[C][C][Branch1][C][C][O][P][=Branch1][C][=S][Branch1][#Branch1][O][C][Branch1][C][C][C][S][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],Bensulide,-4.99,1,397.52400000000006,1,1,10,64.63,-4.2
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],o-Xylene ,-3.004,1,106.168,0,1,0,0.0,-2.8
[O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],"1,4-Benzenediol",-1.59,1,110.11199999999998,2,1,0,40.46,-0.17
[C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],2-Isopropyltoluene,-3.585,1,134.22199999999995,0,1,1,0.0,-3.76
[N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],m-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.37
[C][Branch1][C][O][=C][C][Branch1][C][O][=C][C][=C][Ring1][Branch2][C][C][C][C][C][C],4-hexylresorcinol,-3.4930000000000003,1,194.27399999999992,2,1,5,40.46,-2.59
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],Fluometuron,-3.065,1,232.205,1,1,1,32.34,-3.43
[O][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl],"2,3,4,6-Tetrachlorophenol",-4.203,1,231.893,1,1,0,20.23,-3.1
[C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],3-Methylphenol,-2.313,1,108.14,1,1,0,20.23,-0.68
[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],"1,3-Dichlorobenzene",-3.5580000000000003,1,147.004,0,1,0,0.0,-3.04
[C][=C][C][=C][C][=C][Ring1][=Branch1][S][C],thioanisole,-2.87,1,124.208,0,1,1,0.0,-2.39
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],Fenuron,-1.847,1,164.208,1,1,1,32.34,-1.6
[Cl][C][C][=C][C][=C][C][=C][Ring1][=Branch1],Benzylchloride,-2.887,1,126.58599999999996,0,1,1,0.0,-2.39
[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C],Di(2-ethylhexyl)-phthalate,-7.117000000000001,1,390.5640000000003,0,1,14,52.60000000000001,-6.96
[C][O][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Br][C][Branch1][C][Cl][=C][Ring1][Branch2],Chlorbromuron,-3.938,1,293.548,1,1,2,41.57,-3.924
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],p-Fluoroacetanilide,-2.181,1,153.156,1,1,1,29.1,-1.78
[C][C][=C][C][Branch1][C][C][=C][C][Branch1][C][O][=C][Ring1][Branch2],"3,5-Dimethylphenol",-2.652,1,122.16699999999996,1,1,0,20.23,-1.4
[Cl][C][C][#C][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],Barban,-4.16,1,258.104,1,1,2,38.33,-4.37
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],p-Chloroacetanilide,-2.642,1,169.611,1,1,1,29.1,-2.843
[C][C][C][C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],Neburon,-4.157,1,275.179,1,1,4,32.34,-4.77
[C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],N-Methylaniline ,-2.097,1,107.15599999999998,1,1,1,12.03,-1.28
[I][C][=C][C][=C][C][=C][Ring1][=Branch1],Iodobenzene,-3.8,1,204.01,0,1,0,0.0,-3.01
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][C][O][C][Branch1][C][N][=O],Methocarbamol,-1.4280000000000002,1,241.243,2,1,6,91.01,-0.985
[O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl],"2,3-Dichlorophenol",-3.144,1,163.003,1,1,0,20.23,-1.3
[O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],3-Chlorophenol,-2.761,1,128.558,1,1,0,20.23,-0.7
[C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],Propanil,-3.644,1,218.083,1,1,2,29.1,-3.0
[Cl][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1],m-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.21
[O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],2-Phenoxyethanol,-1.761,1,138.16599999999997,1,1,3,29.46,-0.7
[C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],p-Methylaniline ,-1.954,1,107.156,1,1,0,26.02,-1.21
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],Ethylbenzene,-2.988,1,106.16799999999996,0,1,1,0.0,-2.77
[C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][N][C],Metolcarb,-1.947,1,151.165,1,1,1,38.33,-1.803
[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C],"1,2,3-Trimethylbenzene ",-3.312,1,120.195,0,1,0,0.0,-3.2
[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][Branch1][C][C][=C][Ring1][#Branch2],Aminocarb,-2.677,1,208.261,1,1,2,41.57,-2.36
[C][C][Branch1][Ring1][C][#C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],Buturon,-3.199,1,236.702,1,1,2,32.34,-3.9
[C][O][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2],p-Methoxybenzaldehyde,-2.252,1,136.14999999999998,0,1,2,26.3,-1.49
[O][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][Cl],Pentachlorophenol,-4.835,1,266.338,1,1,0,20.23,-4.28
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],p-Hydroxyacetanilide,-1.495,1,151.165,2,1,1,49.33,-1.03
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][Branch1][C][Cl][=C][Ring1][Branch2],Chlortoluron,-3.048,1,212.68,1,1,1,32.34,-3.483
[C][O][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],Linuron,-3.5810000000000004,1,249.097,1,1,2,41.57,-3.592
[C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch2][C],Hexamethylbenzene,-4.361000000000001,1,162.27599999999998,0,1,0,0.0,-5.23
[C][C][Branch1][C][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][O],Thymol,-3.129,1,150.22099999999998,1,1,1,20.23,-2.22
[C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Branch1][C][Br][C][=C][Ring1][=Branch2],"1,2,4-tribromobenzene",-5.144,1,314.802,0,1,0,0.0,-4.5
[C][Branch1][C][O][=C][Branch1][C][C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][O],Carvacrol,-3.224,1,150.22099999999998,1,1,1,20.23,-2.08
[C][N][Branch1][C][C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C],chlordimeform,-3.164,1,196.681,0,1,2,15.6,-2.86
[C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],Chloropham,-3.544,1,213.664,1,1,2,38.33,-3.38
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1],Chlorobenzene,-2.975,1,112.55899999999995,0,1,0,0.0,-2.38
[Br][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1],p-Bromoiodobenzene,-4.754,1,282.90599999999995,0,1,0,0.0,-4.56
[C][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],1-Phenylethanol,-1.919,1,122.16699999999996,1,1,1,20.23,-0.92
[C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],Pentylbenzene,-3.899,1,148.249,0,1,4,0.0,-4.64
[C][Branch1][S][C][=Branch1][C][=O][O][C][C][C][C][C][C][Branch1][C][C][C][=C][Branch1][S][C][=Branch1][C][=O][O][C][C][C][C][C][C][Branch1][C][C][C][C][=C][C][=C][Ring2][Ring1][N],diisooctyl phthalate,-7.117000000000001,1,390.5640000000002,0,1,14,52.60000000000001,-6.6370000000000005
[C][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2],"1,3,5-Trimethylbenzene ",-3.375,1,120.19499999999998,0,1,0,0.0,-3.4
[O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],"3,4-Dichlorophenol",-3.352,1,163.003,1,1,0,20.23,-1.25
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],"N,N-Diethylaniline",-3.16,1,149.237,0,1,3,3.24,-3.03
[F][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1],"1,3-Difluorobenzene",-2.636,1,114.094,0,1,0,0.0,-2.0
[C][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],t-Pentylbenzene,-3.867,1,148.249,0,1,1,0.0,-4.15
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][I],o-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-3.54
[F][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],"1,4-Difluorobenzene",-2.636,1,114.094,0,1,0,0.0,-1.97
[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][O],"2,6-Dimethylphenol",-2.589,1,122.167,1,1,0,20.23,-1.29
[C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Ring1][P],Carbetamide,-2.29,1,236.271,2,1,4,67.42999999999999,-1.83
[O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],Phenylmethanol,-1.699,1,108.13999999999996,1,1,1,20.23,-0.4
[C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],p-Cresol,-2.313,1,108.14,1,1,0,20.23,-0.73
[O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],4-Bromophenol,-3.132,1,173.009,1,1,0,20.23,-1.09
[C][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],"N,N-Dimethylaniline",-2.542,1,121.18299999999996,0,1,1,3.24,-1.92
[Br][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],"1,4-Dibromobenzene",-4.298,1,235.906,0,1,0,0.0,-4.07
[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],Isoprocarb,-2.734,1,193.246,1,1,2,38.33,-2.863
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],2-Chloroanisole,-2.912,1,142.58499999999998,0,1,1,9.23,-2.46
[C][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Br][C][=C][Ring1][Branch2][Cl],Bromophos,-5.604,1,366.0,0,1,4,27.69,-6.09
[Cl][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],"1,4-Dichlorobenzene",-3.5580000000000003,1,147.00400000000002,0,1,0,0.0,-3.27
[C][C][Branch1][C][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],4-Isopropyltoluene,-3.617,1,134.22199999999998,0,1,1,0.0,-3.77
[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl],"2,2,4,6,6'-PCB",-6.545,1,326.437,0,2,1,0.0,-7.32
[Cl][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][Cl],"2,2',3,4,4',5',6-PCB",-7.898,1,395.3270000000001,0,2,1,0.0,-7.92
[Cl][C][=C][C][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl],"2,2',3,4,5,5'-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-7.68
[Cl][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl],"2,2',3,3'-PCB",-6.079,1,291.992,0,2,1,0.0,-7.28
[C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Chlorobiphenyl,-4.685,1,188.657,0,2,1,0.0,-4.88
[Cl][C][=C][C][=Branch1][=N][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl],"2,2',3,3',4,4',5,5'-PCB",-8.468,1,429.77200000000016,0,2,1,0.0,-9.16
[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],p-benzidine,-2.613,1,184.242,2,2,1,52.04,-2.7
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],2-Chlorobiphenyl,-4.5280000000000005,1,188.657,0,2,1,0.0,-4.54
