selfies,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre
[O][=C][N][Branch1][O][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Pentanoyloxymethylphenytoin,-3.81,1,366.417,1,3,7,75.71,-4.678
[O][=C][N][Branch1][=C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][P][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Octanoyloxymethylphenytoin,-4.84,1,408.498,1,3,10,75.71,-6.523
[O][=C][N][Branch1][N][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][#C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Hexanoyloxymethylphenyltoin,-4.1530000000000005,1,380.444,1,3,8,75.71,-5.886
[O][=C][N][Branch1][#Branch2][C][O][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][=N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Butanoyloxymethylphenytoin,-3.469,1,352.39000000000004,1,3,6,75.71,-5.071000000000001
[O][=C][N][Branch1][=N][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][S][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Heptanoyloxymethylphenytoin,-4.496,1,394.471,1,3,9,75.71,-6.301
[O][=C][N][Branch1][=Branch2][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Propanoyloxymethylphenytoin,-3.128,1,338.36300000000006,1,3,5,75.71,-4.907
[O][=C][N][Branch1][Branch2][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Ethanoyloxymethylphenytoin,-2.7230000000000003,1,324.33600000000007,1,3,4,75.71,-4.47
[C][C][NH1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=Branch1][C][=O][C][=Ring1][Branch2][Cl][C][Branch1][C][C][Branch1][C][C][C],Terbacil,-3.033,1,216.668,1,1,0,54.86,-2.484
[C][N][C][=C][C][=Branch1][C][=O][NH1][C][Ring1][#Branch1][=O],1-methyluracil,-0.375,1,126.115,1,1,0,54.86,-0.807
[C][S][C][S][=Branch1][C][=O][C][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][NH1][C][=Branch1][C][=O][NH1][C][Ring1][Branch2][=O],"Sparsomycin (3,8mg/ml)",-1.57,1,361.4450000000001,4,1,8,132.11999999999998,-1.981
[C][C][Branch1][C][C][C][Branch2][Ring1][=C][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][C][Ring2][Ring1][#Branch1][Branch1][C][C][C],Fenpropathrin,-6.15,1,349.43000000000006,0,3,5,59.32000000000001,-6.025
[C][C][Branch1][C][C][C][Branch1][=C][C][=C][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][F][C][Ring1][O][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],Cyhalothrin,-6.905,1,449.8560000000001,0,3,6,59.32000000000001,-8.176
[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Cl][Cl][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],Cypermethrin,-6.775,1,416.30400000000014,0,3,6,59.32000000000001,-8.017000000000001
[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Cl][Cl][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],Permethrin,-7.129,1,391.2940000000001,0,3,6,35.53,-6.291
[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Br][Br][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],Deltamethrin,-7.44,1,505.2060000000002,0,3,6,59.32000000000001,-8.402000000000001
[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Cl][Cl][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][Branch1][C][F][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=C],Cyfluthrin,-6.84,1,434.29400000000015,0,3,6,59.32000000000001,-7.337000000000001
[O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],Triclosan,-5.645,1,289.545,1,2,2,29.46,-4.46
[C][C][O][C][=Branch1][C][=O][N][C][C][O][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],Fenoxycarb,-4.662,1,301.34200000000004,1,2,7,56.790000000000006,-4.7
[O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],Diphenyl ether ,-4.254,2,170.211,0,2,2,9.23,-3.96
[C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][O][C][=C][C][=C][Branch1][O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Ring1][Ring1],Difenoxuron,-3.928,1,286.331,1,2,4,50.8,-4.16
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][=C],Chloroxuron,-4.477,1,290.75,1,2,3,41.57000000000001,-4.89
[C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][Ring1][#Branch2][=C][Ring1][=C],Anthracene,-4.518,2,178.23399999999995,0,3,0,0.0,-6.35
[C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][Ring1][#Branch2][=C][Ring1][=C],2-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-6.96
[C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1],"9,10-Dimethylanthracene",-5.228,1,206.288,0,3,0,0.0,-6.57
[C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],9-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-5.89
[C][N][C][=Branch1][C][=O][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring2][Ring1][Ring1][Ring1][#Branch1],Diazepam,-4.05,1,284.74600000000004,0,3,1,32.67,-3.754
[O][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][C][Ring2][Ring1][Ring1][=O],Lorazepam,-3.75,1,321.163,2,3,1,61.690000000000005,-3.604
[C][=C][N][=C][N][=C][Ring1][=Branch1],Pyrimidine,-0.884,2,80.08999999999999,0,1,0,25.78,1.1
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][=C][C][Branch1][C][C][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][Branch1][C][C][C],Diazinon,-3.989,1,304.35200000000003,0,1,7,53.47,-3.64
[C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=N][C][=Branch1][#Branch2][=N][C][Branch1][C][C][=C][Ring1][#Branch1][C][N][Branch1][C][C][C],Pirimicarb,-2.34,1,238.291,0,1,2,58.56000000000001,-1.95
[C][=C][C][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],Quinoline,-2.6630000000000003,2,129.16199999999998,0,2,0,12.89,-1.3
[C][=C][C][=C][C][=C][C][Branch1][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=C][C][=C][Ring2][Ring1][Ring1][Ring1][#C],5-Methylchrysene,-5.931,1,242.321,0,4,0,0.0,-6.59
[C][C][=C][Branch1][C][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring2][Ring1][Ring1][Ring1][=Branch1],"5,6-Dimethylchrysene",-6.265,1,256.348,0,4,0,0.0,-7.01
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Ring1][#C][Ring1][#Branch2],Chrysene,-5.568,2,228.294,0,4,0,0.0,-8.057
[C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring2][Ring1][C][Ring1][=Branch1],6-Methylchrysene,-5.931,1,242.321,0,4,0,0.0,-6.57
[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][N][=C][N][Branch1][Branch2][C][C][Branch1][C][O][C][O][C][=Ring1][#Branch2][C][Ring1][S][=O],Dyphylline,-0.847,1,254.24599999999995,2,2,3,102.28,-0.17
[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][N][=C][NH1][C][=Ring1][Branch1][C][Ring1][O][=O],Theophylline,-1.452,1,180.167,1,2,0,72.68,-1.39
[C][N][C][=N][C][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][=N][=Ring1][#Branch2],Caffeine,-1.4980000000000002,1,194.194,0,2,0,61.82,-0.8759999999999999
[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=Branch1][#Branch2][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][O][S][Branch1][C][N][=Branch1][C][=O][=O],Xipamide,-3.642,1,354.8150000000001,3,2,3,109.48999999999998,-3.79
[C][=C][Branch1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][I][C][=C][C][=C][Ring1][S],benodanil,-4.245,1,323.133,1,2,2,29.1,-4.21
[C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1],salicylanilide,-3.782,1,213.236,2,2,2,49.33,-3.59
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O],Ditalimfos,-3.992,1,299.28800000000007,0,2,5,55.84,-3.35
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][S][C][Branch1][Ring1][C][Cl][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O],Dialifor,-5.026,1,393.85400000000016,0,2,8,55.84,-6.34
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][S][C][Branch1][Ring1][C][Cl][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O],Dialifos,-5.026,1,393.85400000000016,0,2,8,55.84,-6.34
[C][C][C][C][C][Ring1][Branch1],Cyclopentane ,-2.0380000000000003,2,70.135,0,1,0,0.0,-2.64
[C][C][C][C][C][C][C][C][C][C][Ring1][Branch1],Pentylcyclopentane,-3.869,1,140.26999999999998,0,1,4,0.0,-6.08
[C][C][C][C][C][C][Ring1][Branch1],Methylcyclopentane,-2.452,1,84.162,0,1,0,0.0,-3.3
[C][C][C][C][C][C][C][C][Ring1][Branch1],Propylcyclopentane,-3.16,1,112.216,0,1,2,0.0,-4.74
[C][C][C][C][C][C][Branch1][S][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][O][Ring1][#Branch1][C][Ring1][#C][C][C][C][Ring2][Ring1][C][O],Estradiol,-4.138,1,272.388,2,4,0,40.46,-5.03
[C][N][C][C][=N][N][Branch2][Ring1][Ring1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][C][=Ring1][P][Cl],norflurazon,-4.029,1,303.67100000000005,1,2,2,46.92,-4.046
[N][C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Ring1][=N][Cl],Pyrazon,-2.603,1,221.647,1,2,1,60.91,-2.878
[C][=C][C][=C][C][=C][Ring1][=Branch1][N][N][=C][C][Branch1][C][N][=C][Branch1][C][Br][C][Ring1][Branch2][=O],brompyrazone,-3.005,1,266.098,1,2,1,60.91,-3.127
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][Ring2][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],5-Allyl-5-phenylbarbital,-2.36,1,244.25,2,2,3,75.27000000000001,-2.369
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],5-Ethyl-5-phenylbarbital,-2.272,1,232.239,2,2,2,75.27000000000001,-2.322
[C][C][C][O][C][C][Ring1][=Branch1],Tetrahydropyran ,-0.978,2,86.134,0,1,0,9.23,-0.03
[O][C][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O],glucose,0.501,1,180.156,5,1,1,110.38,0.74
[C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O],L-arabinose,0.601,1,150.13,4,1,0,90.15,0.39
[C][C][=C][C][C][C][C][Ring1][=Branch1],1-Methylcyclohexene ,-2.574,1,96.17300000000002,0,1,0,0.0,-3.27
[C][C][C][C][=C][C][Ring1][=Branch1],Cyclohexene,-2.16,2,82.146,0,1,0,0.0,-2.59
[C][C][=C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][=C],d-Limonene,-3.429,1,136.238,0,1,1,0.0,-4.26
[C][C][=Branch1][C][=C][C][C][C][=C][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2],Carvone,-2.042,1,150.22099999999998,0,1,1,17.07,-2.06
[C][C][C][Branch1][P][C][Branch1][Ring1][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],Hexestrol,-4.854,1,270.372,2,2,5,40.46,-4.43
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],hydrobenzoin,-2.645,1,214.264,2,2,3,40.46,-1.93
[C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],Bibenzyl ,-4.301,2,182.266,0,2,3,0.0,-4.62
[C][C][=C][C][=C][C][Branch1][=N][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][=C][Ring1][=C],2-Methylphenanthrene,-4.87,1,192.261,0,3,0,0.0,-5.84
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O],Phenanthrene,-4.518,2,178.23399999999998,0,3,0,0.0,-5.26
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],1-Methylphenanthrene,-4.87,1,192.261,0,3,0,0.0,-5.85
[C][C][C][C][C][C][C][C][Ring1][Branch2],Cyclooctane,-3.355,2,112.216,0,1,0,0.0,-4.15
[O][C][C][C][C][C][C][C][C][Ring1][Branch2],Cyclooctanol,-2.14,1,128.215,1,1,0,20.23,-1.29
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][C][Ring1][Branch2],Cycluron,-2.629,1,198.30999999999992,1,1,1,32.34,-2.218
[C][C][O][C][O][C][=C][C][=C][Branch1][#Branch2][O][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][O][C][Ring1][=C][Branch1][C][C][C],ethofumesate,-3.184,1,286.34900000000005,0,2,4,61.830000000000005,-3.42
[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][C][C][Branch1][C][C][Branch1][C][C][O][C][Ring1][O][=Ring1][#Branch1],Carbofuran,-3.05,1,221.256,1,2,1,47.56,-2.8
[C][C][O][C][=Branch1][C][=O][C][C][N][Branch2][Ring1][=C][S][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][C][C][Branch1][C][C][Branch1][C][C][O][C][=Ring1][#Branch1][Ring1][O][C][Branch1][C][C][C],Benfuracarb,-5.132999999999999,1,410.5360000000002,0,2,8,68.31,-4.71
[O][C][C][O][C][Branch1][C][O][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O],Fructose,0.471,1,180.156,5,1,2,110.38,0.64
[C][C][C][C][C][O][Ring1][Branch1],2-Methyltetrahydrofurane,-1.034,1,86.134,0,1,0,9.23,0.11
[C][C][C][O][C][Ring1][Branch1],Tetrahydrofurane ,-0.62,2,72.107,0,1,0,9.23,0.49
[C][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][N][Branch1][S][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],kebuzone,-2.645,1,322.36400000000003,0,3,5,57.690000000000005,-3.27
[C][C][=C][O][C][=Ring1][Branch1],Furane,-1.837,2,68.07499999999999,0,1,0,13.14,-0.82
[O][=C][C][=C][C][=C][O][Ring1][Branch1],Furfural,-1.391,1,96.08499999999998,0,1,1,30.21,-0.1
[C][C][=C][Branch1][C][N][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=N][C],ampyrone,-1.192,1,203.245,1,2,1,52.95,-0.624
[C][C][=C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][N][C],Antipyrene,-1.733,1,188.23,0,2,1,26.93,0.715
[N][C][=N][C][=Branch1][C][=O][NH1][C][=C][Ring1][#Branch1][F],Flucytosine,-0.132,1,129.09399999999997,2,1,0,71.77,-0.972
[Cl][C][C][=C][C][C][Ring1][Branch1][C][Branch1][C][Cl][C][=Branch2][Ring1][C][=C][Branch1][C][Cl][C][Ring1][Branch2][Branch1][C][Cl][C][Ring1][Branch2][Branch1][C][Cl][Cl][Cl],Heptachlor,-5.26,1,373.3209999999999,0,3,0,0.0,-6.317
[C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring1][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][=C][Ring1][P],Phenmedipham,-4.229,1,300.314,2,2,3,76.66,-4.805
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],1-Methylfluorene,-4.478,1,180.25000000000003,0,3,0,0.0,-5.22
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=N][Ring1][=Branch1],Fluorene ,-4.125,2,166.22299999999998,0,3,0,0.0,-5.0
[C][C][Branch1][C][C][C][C][C][C][Ring1][=Branch1][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2],Camphor,-2.158,1,152.237,0,2,0,17.07,-1.96
[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][=O],D-fenchone,-2.158,1,152.237,0,2,0,17.07,-1.85
[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][=O],Menthone,-2.516,1,154.253,0,1,1,17.07,-2.35
[O][=C][C][C][C][C][C][Ring1][=Branch1],Cyclohexanone,-0.996,1,98.145,0,1,0,17.07,-0.6
[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2],"1,2,3,4-Tetrahydronapthalene",-3.447,2,132.20599999999996,0,2,0,0.0,-4.37
[C][=C][C][=N][N][=C][Ring1][=Branch1],Pyridazine,-0.619,2,80.08999999999999,0,1,0,25.78,1.1
[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][S][C][=C][C][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1],Azintamide,-2.231,1,259.762,0,1,5,46.09,-1.716
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][#Branch1][N][N][=C][Branch1][=Branch1][O][C][Ring1][Branch1][=O][C][Branch1][C][C][Branch1][C][C][C],Dimefuron,-3.831,1,338.79500000000013,1,2,2,80.37,-4.328
[C][C][Branch1][C][C][O][C][=C][C][=Branch1][#Branch2][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][N][N][=C][Branch1][=Branch1][O][C][Ring1][Branch1][=O][C][Branch1][C][C][Branch1][C][C][C],Oxadiazon,-5.265,1,345.22600000000017,0,2,3,57.26,-5.696000000000001
[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],Dapsone,-2.464,1,248.307,2,2,2,86.18,-3.094
[C][C][=C][C][=Branch2][Ring1][=Branch1][=C][C][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],Perfluidone,-4.945,1,379.381,1,2,4,80.31,-3.8
[C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][O][Ring1][#Branch2],"1,8-Cineole",-2.579,1,154.253,0,3,0,9.23,-1.74
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][N][=C][Branch1][C][Cl][N][Branch1][Ring2][N][=Ring1][=Branch1][C][Branch1][C][C][C],Isazofos,-3.76,1,313.747,0,1,7,58.4,-3.658
[N][C][N][=C][NH1][N][=Ring1][Branch1],Amitrole,-0.674,1,84.082,2,1,0,67.59,0.522
[C][C][C][C][C][C][Branch1][P][C][C][C][C][C][Branch1][C][O][C][C][C][Ring1][O][Ring1][#Branch1][C][C][Ring1][S][C][C][C][Ring2][Ring1][Ring1][=O],Epiandrosterone,-3.882,1,290.447,1,4,0,37.3,-4.16
[C][C][C][C][C][Branch1][C][O][C][C][Ring1][#Branch1][C][C][C][C][Ring1][O][C][C][C][Branch1][C][C][C][Ring1][#Branch1][C][C][C][Ring1][=Branch1][=O],Androsterone,-3.882,1,290.447,1,4,0,37.3,-4.402
[C][C][=Branch1][C][=O][C][Branch1][C][C][C][C][C][C][C][=C][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][C][C][C][Ring2][Ring1][Branch1][Ring1][P][C],Medrogestone,-4.593,1,340.5070000000001,0,4,1,34.14,-5.27
[F][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],difluron,-4.692,1,310.687,2,2,2,58.2,-6.02
